"I've always thought these looked stupid and hell, I still think they look stupid. After starting a new job where wired headpho",negative,0.003223254,0.023101145,0.97367555,angry,0.0607713,0.24033831,0.16999598,0.16657096,0.19355065,0.113449074,0.05532373,directil,airpod,Receive
I was soooo skeptical on ordering these since I ordered some cheap crappy ones from here that wasn't even worth the $29.00 I p,negative,0.00333381,0.015902037,0.98076415,excited,0.020716399,0.014844757,0.41620308,0.010091748,0.025381446,0.38798445,0.124778144,think,alway,thought
Hands down the best money I've ever spent! I was iffy about them falling out when I first purchased them but I have had zero i,negative,0.00626577,0.009327964,0.98440623,excited,0.14835319,0.22669491,0.259218,0.108876444,0.117133796,0.10957874,0.03014494,cheap,soooo,crappi
excellent product with the unknown advantage of being water proof. survived a wash cycle in a washing machine and are still wo,positive,0.9517775,0.03810886,0.010113672,angry,0.11292746,0.19261488,0.1370023,0.18496057,0.13854815,0.16064726,0.0732993,ive,first,ever
I bought these mostly to use at work. It detects when it is in my ear so if someone approaches I just take one out and it auto,positive,0.533791,0.430317,0.03589195,afraid,0.009226006,0.008491423,0.027761227,0.005705408,0.007115174,0.93891066,0.002790093,water,wash,Wash
"I was so skeptical. I?셶e been through so many blue tooth?셲 for my job. They all fall out, make my ears sore etc... these are i",negative,0.005110316,0.020690547,0.97419906,excited,0.0704902,0.16525418,0.22588271,0.14347665,0.15931885,0.14612652,0.08945079,work,use,auto
"These are a really nice high quality item. Got mine for $144.95 from Amazon Services and they appear brand new as advertised,",positive,0.94265485,0.04622761,0.01111759,excited,0.16916205,0.16422406,0.34280592,0.07004871,0.107484035,0.084806025,0.061469194,fall,blue,make
"I head heard great things from my co workers and even though I have Sony over ear headphones, I got these for working out and ",positive,0.95368373,0.038060088,0.008256212,bored,0.007262015,0.03956491,0.036007553,0.010762107,0.87424207,0.026746282,0.005415042,amazon,item,advertis
I never have liked the way Apple earbuds fit. So when My wife surprise me with these for Christmas I thought ?쐎h no??I won?셳 l,neutral,0.11759206,0.7245645,0.15784344,excited,0.057222437,0.057489533,0.545003,0.11452057,0.06551847,0.11193941,0.048306674,headphon,soni,ear
Very good headphones! They automatically pause your music or video when you take one or both pods out (this setting can be cha,positive,0.94697845,0.044798117,0.00822338,excited,0.007122916,0.010586508,0.90518045,0.008161402,0.05115358,0.013181035,0.004614206,thought,never,like
"At first, I went back and forth about spending so much on a Bluetooth headset. I have bought countless knockoffs, too many to ",negative,0.01509981,0.042119615,0.94278055,afraid,0.002459363,0.005513505,0.003983146,0.001021718,0.00263388,0.98363125,0.000757115,automat,paus,video
After reading some of the reviews I was skeptical to buy this given that some people say they have gotten knock-offs (or even ,negative,0.034354113,0.025663806,0.939982,afraid,0.00281099,0.010426031,0.051815394,0.001531677,0.001992678,0.929547,0.001876115,bought,went,first
"They were a bit of a splurge purchase, but everyone was going on about them. The hype was right! I absolutely love not getting",positive,0.8616949,0.105934694,0.032370426,excited,0.008705052,0.012309143,0.95476454,0.004334428,0.00832573,0.006402819,0.005158423,say,review,read
"I was on the phone with her when it arrived. To her surprise, as soon as she opened them up her phone prompted her to pair the",neutral,0.20787552,0.40646508,0.38565934,excited,0.14272402,0.051043615,0.4561525,0.048887126,0.10069915,0.18601947,0.014474261,get,go,splurg
I tried a couple of different Bluetooth headsets (behind the neck ones) and ear buds (skullcandys) before I bought the AirPods,neutral,0.20848727,0.5571016,0.23441106,excited,0.017143901,0.06433922,0.84923726,0.010902707,0.019733788,0.035549086,0.00309397,soon,phone,phone
"Been looking for ever for a pair of ear buds I like. And I love these! Sound quality is on point, they connect easy and they s",positive,0.9933826,0.005508307,0.001109106,excited,0.003145096,0.005550104,0.9716845,0.002365824,0.00585448,0.008986861,0.002413213,headset,ear,skullcandi
"AirPods, AirPods, everyone hated the look of you be now look who?셲 king! AirPods are definitely a good investment and I?셶e fou",neutral,0.0879915,0.84237635,0.069632135,excited,0.1383511,0.12181842,0.33153236,0.10808335,0.18416756,0.06148711,0.054560114,pair,ear,sound
I was a sceptic originally because I didn?셳 think they?셝 stay in my ears (similar to Apple?쁲 wired EarPods) but you can buy ch,neutral,0.17258583,0.544419,0.28299513,excited,0.002377899,0.005865528,0.97549736,0.003622705,0.00285191,0.008091199,0.001693448,everyon,hate,null
"I see a lot of reviews on here mentioning third party sellers and issues with AirPods, which caused me some concern. I ordered",negative,0.03592445,0.06329254,0.90078306,excited,0.000844528,0.000127298,0.9974927,0.000421426,0.000158771,0.000834644,0.000120726,ear,appl,d
The real deal. They're my favorite headphones to use now. So lightweight that I forget I'm wearing them sometimes (can be good,positive,0.96896565,0.027109796,0.003924595,excited,0.03944007,0.11106295,0.4496291,0.0642022,0.19802055,0.11420218,0.023442939,review,caus,issu
Don't waste your money on any other type of wireless devices. These are fantastic and well worth the cost. You pull them out o,positive,0.9746463,0.020625465,0.004728234,excited,0.001148951,0.000961956,0.99237627,0.000834619,0.001212273,0.002841931,0.000624014,sometim,im,theyr
It took me a little bit to jump on the AirPod bandwagon but I?셫 so glad I did. I bought them mainly for work so I can listen t,positive,0.9649081,0.028974585,0.00611727,happy,0.9771582,0.001810998,0.009052119,0.007368735,0.001062511,0.002236525,0.001310964,wast,money,worth
"There's really no comparison to other wireless ear buds I've purchased. The sound quality is amazing, both for listening to mu",positive,0.9766881,0.020030554,0.003281366,excited,0.00404561,0.000425925,0.99178606,0.000764428,0.000616832,0.001923592,0.000437459,bit,took,littl
These airpods hold the signature superior quality and sound clarity of apple audio (as well as the traditional lack of noise c,positive,0.9847088,0.012622555,0.00266864,excited,0.008324317,0.001316495,0.9760188,0.003101104,0.004768081,0.005153091,0.001318291,sound,qualiti,amaz
"I have wanted these for some time now. I use Bluetooth to talk on my iPhone at home, it makes it more clear. But these airpods",neutral,0.02181635,0.9669843,0.011199363,afraid,0.047258895,0.15383214,0.14683512,0.055136878,0.13187818,0.4472384,0.01782042,superior,qualiti,sound
I?셶e always found the Apple EarPods to be uncomfortable and left a little to be desired in the sound department. I was relucta,neutral,0.002189279,0.95900047,0.038810268,disgust,0.007233017,0.0001498,0.007856675,0.00041635,0.00084533,0.005177794,0.9783211,bluetooth,iphon,use
"First of all, I was a little skeptical and worried about purchasing these since some people were saying they didn?셳 receive au",positive,0.9681952,0.023812898,0.007991877,afraid,0.02243202,0.06684649,0.18714544,0.021345701,0.019561514,0.67534035,0.007328461,left,found,appl
I was so hesitant about these headphones that I put off buying them for about a year. Once I upgraded to the Xs I decided why ,positive,0.5080933,0.35522974,0.13667695,afraid,0.060130462,0.017404694,0.4117891,0.007407216,0.008180055,0.4896287,0.005459609,purchas,skeptic,null
"I use them every day, mostly for listening to podcasts. I use them running with my Apple Watch. They have never fallen out. I ",positive,0.99338394,0.0054747,0.001141356,afraid,0.05728597,0.19295202,0.2273902,0.08108752,0.15746914,0.25403583,0.02977928,buy,hesit,upgrad
These things aren?t Apple AirPods!!! They failed to connect to my iPhone so I had to call Apple to figure it out. They couldn?,negative,0.001779213,0.015437141,0.98278356,angry,0.044272643,0.5558614,0.13582502,0.103986986,0.045008674,0.09756416,0.017481066,use,use,watch
These headphones finally came and they couldn?t connect I tried everything but nothing works these are defective and not suppo,negative,0.000531345,0.006734809,0.99273384,angry,0.040366363,0.2973304,0.21420422,0.08824192,0.1547675,0.1732445,0.031845126,connect,appl,call
"I purchased two pairs of these Airpods. One pair, when trying to connect to them via bluetooth, lists the Airpods as a phone n",negative,0.005086388,0.034013536,0.9609001,bored,0.043641537,0.2089298,0.112679444,0.034619663,0.5046043,0.086191535,0.009333717,everyth,noth,couldnt
Very disappointed with this order. I opened what looked like brand new packaged headphones only to find visibly used AirPods w,negative,0.001125857,0.011293853,0.9875803,excited,0.08688336,0.07837983,0.5411356,0.060511142,0.07542825,0.12657446,0.031087281,via,pair,one
"Well I liked them, but they quit working after about 6 weeks. I've even contacted Apple, Talked with an engineer for 2 days. T",negative,0.001767915,0.016139783,0.98209226,angry,0.03917649,0.23628145,0.1654041,0.20439778,0.22700065,0.10213103,0.025608495,use,find,look
"was very excited to order these, came with prime read the reviews I was skeptical to order off amazon and not the actual apple",positive,0.59795684,0.1613356,0.24070755,afraid,0.009529538,0.012849335,0.13602874,0.005180174,0.006238277,0.8265738,0.003600157,week,day,work
"Good product if it charged well in the dock. Since I bought it, the left AirPod persistently does not charge in the dock, exce",negative,0.001738494,0.040231712,0.95802987,excited,0.001969119,0.007096812,0.962443,0.002500932,0.015529021,0.007685861,0.00277531,amazon,order,order
So frustrating!!!!!!!!!! My daughter opened them today and inside was Chinese knock off?s. I don?t know if it came from the ma,negative,0.002300727,0.018079996,0.9796194,excited,0.15314448,0.13656239,0.34393042,0.1125535,0.107198454,0.076164216,0.07044651,charg,persist,dock
I purchased these on October 15 and they are already dead. They do not hold a charge at all even when plugged in for 24 hours.,negative,0.000552908,0.005889026,0.9935581,angry,0.03140788,0.7502374,0.07446867,0.040699102,0.06236591,0.023517383,0.017303685,insid,open,knock
The product I received was very obviously used. There was no indication that the AirPods would not be in original packaging wi,negative,0.005597544,0.033152107,0.96125036,happy,0.41793412,0.10984653,0.13748401,0.16950727,0.09464894,0.049710155,0.020869028,hour,plug,Chart
These are not Apple brand. Apple AirPods come with 1 year warranty. I checked serial number on ale website to see if these had,negative,0.002324676,0.023004796,0.9746705,angry,0.123312384,0.3753298,0.25072134,0.06521227,0.039903954,0.12421671,0.021303521,origin,would,product
They was use AirPods expected them to be clean and not broken after spending 152.00 worst product I have bought never again!!,negative,0.000438585,0.005555024,0.9940064,excited,0.14755173,0.18681115,0.25900215,0.14335261,0.12789601,0.09398943,0.04139704,brand,appl,appl
Not sure how these were even set up forresale bought the used-like new pair and they do absolutely nothing. Charged them for a,negative,0.000531531,0.006096556,0.99337184,angry,0.09285987,0.30668926,0.1574544,0.13973331,0.13803867,0.09974057,0.065483935,product,expect,use
The one I got didn't connected to my iPhone even after 100 tries. The Airpods widget which should come up once you bring your,negative,0.001824289,0.027797474,0.9703783,excited,0.06956115,0.19464155,0.2888328,0.16980273,0.15545297,0.08533526,0.036373664,forresal,bought,usedlik
"Awful product. When I received the product, the edges of the box looked as if it had been wet. When I opened the box the top o",negative,0.000521483,0.006349048,0.99312943,happy,0.35120398,0.104021914,0.11338513,0.19504099,0.10513647,0.09228798,0.038923528,widget,got,connect
Hate them. The battery only lasts 2 hours. Sometimes I?ll be on the phone and the phone will randomly connect to the AirPods e,negative,0.001684896,0.015526763,0.9827884,angry,0.04165929,0.28277218,0.17071599,0.096976,0.27906558,0.10084679,0.027964216,receiv,box,box
I have been using this product for one month and The voice quality is far better in general apple earphones and it gets discon,neutral,0.000793017,0.9908903,0.008316681,afraid,0.04678717,0.25814626,0.08018159,0.04916068,0.1298427,0.41372424,0.022157393,connect,batteri,phone
"Opened this product, tried to connect and it did not work. Called Apple support and looks like the item is damaged or not work",negative,0.000810731,0.009075548,0.99011374,excited,0.089695044,0.1614305,0.21946773,0.15655568,0.20852378,0.12126246,0.04306474,qualiti,product,earphon
Don?t believe all the propaganda. The reality is that these things suffer from exactly the same connectivity issues all Blueto,negative,0.001912658,0.013903892,0.98418343,afraid,0.013537671,0.06538377,0.021620467,0.018974794,0.03648865,0.83034056,0.013654065,product,item,work
"I wish I could give zero stars. These DO NOT WORK. After purchasing my first pair Apple has replaced it twice, and my third pa",negative,0.000427385,0.005432647,0.99414,angry,0.11524921,0.31249955,0.13499008,0.14613777,0.20053239,0.062255427,0.028335566,realiti,suffer,Issu
"For the first few months, you think... man these are amazing. But I have now been through my second pair and neither have last",neutral,0.00351051,0.91092885,0.08556062,excited,0.098996155,0.1508981,0.21273403,0.14131352,0.14629866,0.20271355,0.047045983,twice,purchas,replac
Word of warning if you own AirPods....DO NOT lose the charging case. My daughter lost hers and I have been trying for over an ,negative,0.004075352,0.030343127,0.9655815,excited,0.005201322,0.007825852,0.96397847,0.004795587,0.007934603,0.008127021,0.002137141,month,last,first
"I bought these and I am disgusted from what I see, I noticed even before opening them the tape holding them together is broken",negative,0.000935379,0.009355324,0.9897093,afraid,0.15767686,0.16350986,0.1642475,0.13846219,0.10793399,0.18741252,0.080757186,case,lose,airpodsdo
Only 5 hours of listening time? FOR OVER A HUNDRED DOLLARS? That's bs. I had soem for only 20 bucks that lasted for EIGHTEEN H,negative,0.001204575,0.011482157,0.9873132,bored,0.007952681,0.077177726,0.022604395,0.007797634,0.814962,0.020602696,0.04890278,tape,bought,broken
I love Apple products but I was terribly disappointed with the AirPod. Apple Not ALL ears are created equal so please STOP mak,negative,0.002263547,0.023906257,0.9738303,excited,0.042789165,0.20799908,0.45265236,0.076458946,0.08501883,0.10130814,0.03377348,hour,hundr,eighteen
AirPods are just hard plastic wireless earbuds that provide zero noise isolation. Simply adding a rubber or silicone flange wo,neutral,0.18976013,0.68617254,0.12406737,excited,0.00039762,0.001517047,0.98681647,0.000600441,0.001123679,0.008374283,0.001170455,appl,airpod,appl
Purchased these right when they came out. They have never worked as advertised which is open them up and they seamlessly conne,negative,0.001737505,0.015385461,0.9828771,disgust,0.06778315,0.20002353,0.10482524,0.12298147,0.102765895,0.16466026,0.23696047,ad,rubber,hard
The Airpods fall out of my ears unless I stay absolutely still. Doing anything active is impossible. If your ear canal isn't q,negative,0.002462064,0.025328396,0.9722096,afraid,0.006864575,0.017526478,0.14988025,0.0091513,0.012266533,0.7984293,0.005881524,open,right,seamlessli
"If you want to look ridiculous while working out, then they are for you. Seeing people at the gym bend over to pick up the one",negative,0.25573108,0.33981258,0.40445635,bored,0.003705275,0.013562603,0.0333539,0.005062301,0.9200551,0.019391747,0.004869073,unless,fall,Impose
Worst decision I have made in a long time. I expected way better for $150. These AirPods continually loose connection from my,negative,0.000611299,0.006869988,0.99251866,bored,0.14220886,0.20135005,0.15140279,0.17059565,0.23159091,0.066061385,0.036790375,pick,bend,work
